"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu","pred_freq","pred_sev","pred_pure_premium"
22,"Professional","Light_Truck","Urban",15,28,58,"51–60",0.751682292087935,1,1787.94929758108,1787.94929758108,2378.59707006629,0.0745856754324253,6804,0.0893199331825158,7749.42981840953,692.178553582935
23,"Retail","Delivery_Truck","Suburban",2,6,32,"31–40",0.702988920384087,0,0,NA,0,0.0840774748779368,9100,0.0771984499230719,8309.13105077841,641.452037327759
24,"Healthcare","Delivery_Truck","Urban",44,5,22,"21–30",0.987701129517518,0,0,NA,0,0.232277674628635,12012,0.22774343777144,12602.997985351,2870.25008741038
25,"Professional","Delivery_Truck","Rural",35,30,46,"41–50",0.999054692918435,0,0,NA,0,0.0795497299236304,6552,0.0711240226633455,5428.98554593905,386.131291008344
26,"Professional","Cargo_Van","Suburban",25,16,56,"51–60",0.842855624039657,0,0,NA,0,0.0678498777351924,6300,0.072081722456975,6489.48778016616,467.773457057868
27,"Retail","Cargo_Van","Urban",35,27,68,"61–70",0.644941845093854,0,0,NA,0,0.120926595955098,8400,0.124869895254404,8604.35488323254,1074.42489300097
28,"Retail","Cargo_Van","Rural",38,2,24,"21–30",0.511283938540146,0,0,NA,0,0.0458110408931971,5600,0.0523188284531986,5312.07001228776,277.921279704264
29,"Logistics","Light_Truck","Urban",33,26,60,"51–60",0.825216492987238,0,0,NA,0,0.191838078124743,11340,0.187490814438299,13250.1759600686,2484.28628220402
30,"Construction","Light_Truck","Rural",37,27,45,"41–50",0.703684338368475,0,0,NA,0,0.0731923190867202,7056,0.0700277546232977,6058.04396179393,424.231216053655
31,"Healthcare","Cargo_Van","Suburban",9,22,35,"31–40",0.893883553682826,0,0,NA,0,0.0796450246331399,7700,0.0756547688161343,7982.45602837494,603.910865411663
32,"Healthcare","Cargo_Van","Suburban",40,39,62,"61–70",0.637714561773464,0,0,NA,0,0.0746126037274953,7700,0.063351269121493,8465.40214083753,536.293969245862
33,"Professional","Light_Truck","Suburban",17,28,55,"51–60",0.999531051260419,0,0,NA,0,0.0673783881654649,5670,0.0717473176842998,6260.14374132494,449.148521758221
34,"Professional","Delivery_Truck","Urban",47,14,69,"61–70",0.714370076893829,0,0,NA,0,0.13359077622953,9828,0.136824370035671,9864.980556341,1349.7697500355
35,"Construction","Light_Truck","Suburban",50,17,46,"41–50",0.882208222988993,1,3502.21581792689,3502.21581792689,3969.82903430791,0.144505706925597,8820,0.133330345811215,7485.23498994132,998.008969687079
36,"Retail","Cargo_Van","Suburban",50,16,67,"61–70",0.565879259142093,0,0,NA,0,0.0792230962798931,7000,0.0748875938899864,6870.54270235406,514.5184116977
37,"Professional","Box_Truck","Urban",40,3,55,"51–60",0.754350747098215,0,0,NA,0,0.144156427770469,11340,0.171830354220844,11943.3265576461,2052.22603297554
38,"Construction","Cargo_Van","Rural",10,14,21,"21–30",0.546522931894287,0,0,NA,0,0.0497335868023802,7840,0.0577311806976462,7355.76467259316,424.656979482838
39,"Logistics","Light_Truck","Urban",28,17,67,"61–70",0.762625678791665,0,0,NA,0,0.170080778884117,11340,0.176947336635845,12891.4389428561,2281.105786342
40,"Construction","Light_Truck","Suburban",13,9,55,"51–60",0.622852009837516,1,2617.78091331765,2617.78091331765,4202.89390091324,0.075059895705519,8820,0.0767504354650112,9212.33895520818,707.051026463515
41,"Construction","Light_Truck","Urban",31,26,62,"61–70",0.964072980219498,0,0,NA,0,0.204725717714512,10584,0.217700443703841,11184.7536403989,2434.925830233
42,"Logistics","Light_Truck","Urban",15,3,52,"51–60",0.506658074096777,0,0,NA,0,0.100546294804505,11340,0.110177434584021,13137.4459523291,1447.45009201385
43,"Logistics","Light_Truck","Rural",15,1,38,"31–40",0.558575198519975,0,0,NA,0,0.0517296491349349,7560,0.0549416005434034,7822.22384466387,429.765497834608
44,"Logistics","Light_Truck","Urban",14,40,65,"61–70",0.542903339257464,1,19676.642000041,19676.642000041,36243.3615290578,0.106713080364447,11340,0.106256030631255,13147.7174733542,1397.02427057981
45,"Construction","Light_Truck","Rural",37,13,58,"51–60",0.757551580900326,0,0,NA,0,0.0787952125841856,7056,0.0803103685983994,7332.03746986089,588.838631781804
46,"Construction","Light_Truck","Suburban",49,26,26,"21–30",0.515784702729434,1,6327.59838064475,6327.59838064475,12267.9062546065,0.0838820662048878,8820,0.0843266551685662,8720.28535375298,735.352495997426
47,"Construction","Light_Truck","Suburban",29,20,56,"51–60",0.849897698732093,0,0,NA,0,0.118331256594469,8820,0.112365302573642,9226.28910986711,1036.71476746212
48,"Retail","Delivery_Truck","Urban",28,5,55,"51–60",0.935164710856043,0,0,NA,0,0.215181399967975,10920,0.202626067399556,11049.2055379277,2238.85706603969
49,"Logistics","Cargo_Van","Rural",35,40,45,"41–50",0.874675680883229,0,0,NA,0,0.107147770908196,8400,0.0908060928301994,7416.52366602846,673.465536494751
50,"Healthcare","Light_Truck","Rural",20,16,51,"51–60",0.564038118929602,0,0,NA,0,0.0351790574776393,5544,0.0353360770079146,6570.09644126077,232.161433797817
51,"Construction","Light_Truck","Urban",27,8,26,"21–30",0.789323312230408,0,0,NA,0,0.162075702316831,10584,0.198420527013257,10744.9930538167,2132.0271844921
52,"Logistics","Delivery_Truck","Urban",41,13,30,"21–30",0.717462921980768,0,0,NA,0,0.256586264787982,16380,0.240200642714676,16518.2996311914,3967.70618796577
53,"Professional","Box_Truck","Urban",50,38,50,"41–50",0.963177090394311,0,0,NA,0,0.198221845203149,11340,0.20533200496454,9967.67793588417,2046.68329541591
54,"Construction","Delivery_Truck","Urban",22,12,64,"61–70",0.536429937230423,0,0,NA,0,0.152303187778462,15288,0.14483728744852,14784.655256313,2141.36936318589
55,"Retail","Cargo_Van","Suburban",42,18,65,"61–70",0.729577405727468,0,0,NA,0,0.0963042175560258,7000,0.090914442167108,6898.58362530337,627.180882037601
56,"Construction","Light_Truck","Urban",8,7,55,"51–60",0.527715367614292,0,0,NA,0,0.090761766075982,10584,0.10621314781015,11401.1751145452,1210.95469765059
57,"Construction","Delivery_Truck","Urban",3,18,62,"61–70",0.75422668538522,0,0,NA,0,0.177812712212992,15288,0.175799127401751,14940.3885963761,2626.50727828599
58,"Professional","Light_Truck","Urban",34,21,42,"41–50",0.820492864586413,1,1369.55816423578,1369.55816423578,1669.18960949909,0.0961453538722359,6804,0.111443294331143,6275.26214079895,699.335885762134
59,"Healthcare","Light_Truck","Suburban",13,7,27,"21–30",0.593282097601332,0,0,NA,0,0.0494975254028791,6930,0.0543155477857185,7755.28781157652,421.232705721685
60,"Logistics","Light_Truck","Suburban",15,29,42,"41–50",0.969910502200946,0,0,NA,0,0.128319159441185,9450,0.11339277566801,8842.83616759643,1002.71373782122
61,"Professional","Cargo_Van","Suburban",16,37,31,"31–40",0.691806799382903,0,0,NA,0,0.0513320645142114,6300,0.0527337863664909,6079.12314388698,320.575181165327
62,"Construction","Delivery_Truck","Suburban",50,37,39,"31–40",0.592579144402407,0,0,NA,0,0.14020422556561,12740,0.104827366834565,11343.3765035877,1189.09628988417
63,"Logistics","Delivery_Truck","Urban",3,14,68,"61–70",0.668752854806371,0,0,NA,0,0.16978966230679,16380,0.160712583499093,17257.647337618,2773.52108874483
64,"Logistics","Cargo_Van","Suburban",2,36,48,"41–50",0.847680240054615,0,0,NA,0,0.109181214919034,10500,0.0963159765290938,9347.73477753462,900.336203433219
65,"Professional","Cargo_Van","Urban",11,18,62,"61–70",0.597177149378695,0,0,NA,0,0.0633306366916105,7560,0.0794277457484169,7890.60432242681,626.732913923076
66,"Logistics","Light_Truck","Urban",16,23,51,"51–60",0.628063860465772,1,5271.12198520019,5271.12198520019,8392.6529084019,0.125826313805713,11340,0.128641058114135,13303.1040279425,1711.32537835694
67,"Professional","Cargo_Van","Rural",36,35,31,"31–40",0.791976829059422,0,0,NA,0,0.0488966494261287,5040,0.0515863601491955,4826.39117916699,248.975953589409
68,"Professional","Light_Truck","Urban",20,34,62,"61–70",0.693725788383745,0,0,NA,0,0.0721127957024903,6804,0.0856219859738632,7586.34297178762,649.557751523315
69,"Professional","Light_Truck","Urban",46,3,58,"51–60",0.597582101123407,1,2233.46022826831,2233.46022826831,3737.49518948038,0.0768012516363803,6804,0.0949458556289312,7543.81675864376,716.254136857302
70,"Logistics","Delivery_Truck","Urban",36,6,29,"21–30",0.797401713207364,1,1524.42748661893,1524.42748661893,1911.74343040633,0.274290241309069,16380,0.264269945417571,16472.6580883613,4353.22845389356
71,"Professional","Light_Truck","Suburban",3,30,57,"51–60",0.840989475720562,0,0,NA,0,0.0492735733824677,5670,0.0546071930294097,6298.83699788892,343.961807804508
72,"Retail","Delivery_Truck","Urban",2,9,21,"21–30",0.765348047134466,0,0,NA,0,0.137303439655923,10920,0.151772200239836,10598.1575119812,1608.50568408173
73,"Professional","Light_Truck","Urban",28,2,61,"61–70",0.768683838308789,0,0,NA,0,0.085715934809813,6804,0.111334307259674,7410.94724899557,825.092678104912
74,"Construction","Cargo_Van","Urban",35,38,45,"41–50",0.710967696621083,0,0,NA,0,0.173298376051389,11760,0.165002572979034,9883.73185452429,1630.84118663135
75,"Retail","Light_Truck","Rural",38,7,36,"31–40",0.717941734939814,0,0,NA,0,0.0578948215055466,5040,0.0612459986221743,4943.308950641,302.75789317994
76,"Construction","Delivery_Truck","Rural",15,27,48,"41–50",0.926751809893176,0,0,NA,0,0.115116476065881,10192,0.0964904230933866,8117.04611470497,783.217213876412
77,"Logistics","Delivery_Truck","Urban",2,32,67,"61–70",0.880631829379126,0,0,NA,0,0.221179490266861,16380,0.197997105292823,17464.924082346,3458.00441246342
78,"Retail","Box_Truck","Suburban",5,35,44,"41–50",0.553710819454864,0,0,NA,0,0.0736435389874969,10500,0.0671953199485445,8930.90674650809,600.115136262226
79,"Logistics","Box_Truck","Suburban",39,3,53,"51–60",0.884853939991444,0,0,NA,0,0.223726470187437,15750,0.200960943527144,16638.9606130611,3343.78122411175
80,"Construction","Cargo_Van","Rural",44,7,33,"31–40",0.811788970371708,0,0,NA,0,0.0989895470471261,7840,0.101346999224803,7031.96685344184,712.668739244613
81,"Construction","Box_Truck","Suburban",30,1,38,"31–40",0.915545820724219,1,10971.0597291195,10971.0597291195,11983.0810001853,0.199955207246169,14700,0.196655542438045,13261.3013620978,2607.90841279772
82,"Professional","Cargo_Van","Urban",43,9,48,"41–50",0.797744631883688,0,0,NA,0,0.111405037842557,7560,0.129960046939529,6502.89573191367,845.116634562365
83,"Logistics","Cargo_Van","Urban",21,6,27,"21–30",0.71747526503168,1,6664.33742130935,6664.33742130935,9288.5953650473,0.167243484278885,12600,0.192564769550442,13046.1977733082,2512.23806772658
84,"Professional","Cargo_Van","Urban",25,34,58,"51–60",0.78618529450614,1,11885.3723953186,11885.3723953186,15117.775005935,0.0949318743116164,7560,0.106241586502302,8121.33430787223,862.823441383919
85,"Construction","Cargo_Van","Urban",37,33,50,"41–50",0.718111879657954,0,0,NA,0,0.177840406997292,11760,0.171738628148672,9845.10274480743,1690.78443937596
86,"Logistics","Cargo_Van","Urban",22,20,52,"51–60",0.73095776932314,0,0,NA,0,0.171921267344803,12600,0.170810441864036,13880.2871468887,2370.89798075975
87,"Healthcare","Delivery_Truck","Rural",38,12,28,"21–30",0.773373228264973,0,0,NA,0,0.0810742622654736,8008,0.0740792091910192,8209.57055001321,608.158494142858
88,"Healthcare","Cargo_Van","Suburban",14,31,67,"61–70",0.892243233742192,1,2051.06034991228,2051.06034991228,2298.76817480571,0.0835139666782692,7700,0.0765004964065298,8498.48254487515,650.138133385178
89,"Healthcare","Light_Truck","Rural",32,13,67,"61–70",0.700606757774949,1,1535.62963621615,1535.62963621615,2191.85672872061,0.0484637718623243,5544,0.0492271944198565,6379.09602180706,314.025000088429
90,"Construction","Cargo_Van","Rural",43,5,67,"61–70",0.728741842904128,0,0,NA,0,0.0881996252466866,7840,0.09184171175557,7449.2501593906,684.151885933885
91,"Construction","Cargo_Van","Suburban",24,8,48,"41–50",0.525512023130432,0,0,NA,0,0.07788088182793,9800,0.0746316070076489,7867.03702397384,587.129615487839
92,"Professional","Cargo_Van","Suburban",20,4,32,"31–40",0.998723810422234,0,0,NA,0,0.076901733402512,6300,0.087269331887897,5943.02163067923,518.643527104697
93,"Logistics","Cargo_Van","Urban",49,27,47,"41–50",0.690070343436673,0,0,NA,0,0.201431533249165,12600,0.185600971453193,11310.0956092289,2099.16473230137
94,"Professional","Cargo_Van","Urban",7,13,41,"41–50",0.850560379214585,0,0,NA,0,0.0866295746230055,7560,0.107477352327366,6601.89306324235,709.553986785689
95,"Logistics","Light_Truck","Suburban",24,15,22,"21–30",0.878494148957543,0,0,NA,0,0.126186899556262,9450,0.128237678805308,10115.1575663456,1297.14432705811
96,"Construction","Light_Truck","Urban",46,37,58,"51–60",0.881597372237593,1,6048.58462435085,6048.58462435085,6860.93767384863,0.210419660805669,10584,0.207038469204944,11470.8087485309,2374.89868383852
97,"Professional","Box_Truck","Urban",46,20,51,"51–60",0.766165043460205,0,0,NA,0,0.153171715488564,11340,0.171673857646837,12049.5932540002,2068.60015698951
98,"Construction","Delivery_Truck","Urban",17,36,60,"51–60",0.560931019135751,0,0,NA,0,0.152149734285477,15288,0.131957548843945,15397.0790598484,2031.76081209403
99,"Retail","Light_Truck","Urban",7,1,29,"21–30",0.869940973352641,0,0,NA,0,0.113918770460528,7560,0.151141881184216,7915.85460126764,1196.41715561632
100,"Retail","Cargo_Van","Suburban",18,20,65,"61–70",0.928852015989833,0,0,NA,0,0.100316017726902,7000,0.0979299342107545,6965.43036922772,682.124137808061
101,"Retail","Light_Truck","Rural",34,18,24,"21–30",0.848807686939836,0,0,NA,0,0.06630885650374,5040,0.0738887537402018,5130.40371997954,379.079137053384
102,"Logistics","Light_Truck","Urban",22,38,50,"41–50",0.989330307813361,0,0,NA,0,0.209421439557932,11340,0.197346850833168,10975.7250633332,2166.02477685947
103,"Retail","Cargo_Van","Urban",11,29,69,"61–70",0.913316252524965,0,0,NA,0,0.138367412257532,8400,0.149611786885146,8687.73041924893,1299.78687200027
104,"Healthcare","Light_Truck","Suburban",48,22,46,"41–50",0.597361794789322,0,0,NA,0,0.0667731014215504,6930,0.0585893826150646,6681.03729022554,391.437850062538
105,"Retail","Cargo_Van","Suburban",10,32,59,"51–60",0.91928354697302,0,0,NA,0,0.091928354697302,7000,0.0861403767967612,7205.64290170992,620.6967946162
106,"Healthcare","Cargo_Van","Suburban",24,26,48,"41–50",0.77539271779824,0,0,NA,0,0.0795552928460995,7700,0.0693593375064886,7075.919210426,490.781068684583
107,"Healthcare","Cargo_Van","Suburban",5,30,65,"61–70",0.849802680197172,0,0,NA,0,0.0726581291568582,7700,0.0688344997573241,8519.66437425899,586.446835302414
108,"Retail","Delivery_Truck","Suburban",32,21,67,"61–70",0.846864892402664,0,0,NA,0,0.134312771935062,9100,0.109152633590892,8803.56427028947,960.932225088773
109,"Logistics","Cargo_Van","Suburban",23,36,23,"21–30",0.902011528727598,0,0,NA,0,0.142698223844706,10500,0.1323482164583,10744.5535477839,1422.02249868989
110,"Construction","Delivery_Truck","Suburban",8,18,48,"41–50",0.958440047572367,0,0,NA,0,0.158736840678935,12740,0.132135964548645,10105.8909749426,1335.35165159749
111,"Healthcare","Light_Truck","Suburban",15,27,62,"61–70",0.807921298430301,0,0,NA,0,0.0687137064314971,6930,0.0651254296394947,8088.72217574617,526.781506929977
112,"Logistics","Delivery_Truck","Urban",12,37,30,"21–30",0.792328568524681,0,0,NA,0,0.220631813191383,16380,0.201729522245618,16945.793308587,3418.46678821426
113,"Construction","Delivery_Truck","Urban",24,33,44,"41–50",0.730730831855908,0,0,NA,0,0.211173903098039,15288,0.178943148069969,12552.5933537527,2246.20057116267
114,"Healthcare","Box_Truck","Urban",23,22,21,"21–30",0.670292789698578,0,0,NA,0,0.143154431095925,13860,0.156270553757408,15250.7410642708,2383.24175132445
115,"Professional","Box_Truck","Suburban",19,40,38,"31–40",0.766729030525312,0,0,NA,0,0.0819019950407138,9450,0.0811916853532303,9176.17563857717,745.029165193334
116,"Construction","Light_Truck","Rural",7,7,70,"61–70",0.869376545073465,0,0,NA,0,0.0690658808702712,7056,0.0788398367142126,7209.80146405711,568.419570168153
117,"Retail","Light_Truck","Urban",11,28,32,"31–40",0.994122722418979,0,0,NA,0,0.135548633201828,7560,0.149153297924898,7816.11927173261,1165.79996635327
118,"Healthcare","Cargo_Van","Suburban",44,28,58,"51–60",0.546304041403346,0,0,NA,0,0.0658842673932435,7700,0.0564215195271083,8592.62380839875,484.808891994666
119,"Retail","Cargo_Van","Suburban",2,8,61,"61–70",0.947160425712354,1,1418.96817583356,1418.96817583356,1498.12865625838,0.0871387591655366,7000,0.0933830794566512,6950.42149948696,649.051763143807
120,"Logistics","Box_Truck","Rural",43,31,66,"61–70",0.702019173069857,0,0,NA,0,0.128101650625095,12600,0.113530915584932,13229.9284079777,1502.00588528081
121,"Retail","Light_Truck","Urban",27,34,30,"21–30",0.604852702934295,0,0,NA,0,0.0955364844284719,7560,0.107630287200681,8029.76324818587,864.245724555718
122,"Logistics","Box_Truck","Suburban",9,3,59,"51–60",0.551352244685404,0,0,NA,0,0.106984389558756,15750,0.102457033309774,16813.6524491808,1722.67694904468
123,"Logistics","Cargo_Van","Suburban",6,25,70,"61–70",0.549242648645304,1,2887.8018092439,2887.8018092439,5257.78873211431,0.0738182119779289,10500,0.0692807658290654,11057.9232138372,766.101388733643
124,"Construction","Light_Truck","Urban",47,1,23,"21–30",0.564541697502136,1,5674.31313777214,5674.31313777214,10051.1851699859,0.135735583038926,10584,0.166046529718024,10622.4474189733,1763.8205310327
125,"Logistics","Delivery_Truck","Rural",18,21,26,"21–30",0.834182214573957,0,0,NA,0,0.11477679926766,10920,0.103206009649616,10830.8340560237,1117.80716409937
126,"Healthcare","Cargo_Van","Rural",8,31,28,"21–30",0.688575869193301,0,0,NA,0,0.0425126741639944,6160,0.0453558950366604,6616.40723425232,300.093072036549
127,"Construction","Cargo_Van","Urban",46,15,38,"31–40",0.537629366735928,0,0,NA,0,0.142579308058368,11760,0.14964673788649,10915.1562202017,1633.41752187461
128,"Construction","Cargo_Van","Urban",47,34,54,"51–60",0.698662406415679,0,0,NA,0,0.186647661873949,11760,0.181039451908243,11989.3456510544,2170.54456540537
129,"Construction","Box_Truck","Urban",4,34,29,"21–30",0.755933122243732,0,0,NA,0,0.193987557830187,17640,0.223004166821408,17401.30646915,3880.56385075677
130,"Professional","Cargo_Van","Urban",14,24,67,"61–70",0.794722915044986,0,0,NA,0,0.0867837423229124,7560,0.105712341999367,7912.88130034742,836.489214222723
131,"Retail","Light_Truck","Urban",3,18,56,"51–60",0.766462261904962,0,0,NA,0,0.096229336982168,7560,0.111014800146948,8452.92987279836,938.40032048488
132,"Healthcare","Light_Truck","Suburban",7,14,65,"61–70",0.905798370018601,0,0,NA,0,0.0711685779323615,6930,0.0722716688419426,8043.66321305796,581.328964010241
133,"Professional","Box_Truck","Rural",23,36,33,"31–40",0.748985567479394,0,0,NA,0,0.0580598632198677,7560,0.0613033240156527,7316.49538798534,448.525487428694
134,"Professional","Light_Truck","Urban",17,40,24,"21–30",0.648345621419139,0,0,NA,0,0.0655574675097963,6804,0.0827948245580706,7398.99752968475,612.598702375847
135,"Retail","Light_Truck","Urban",5,40,42,"41–50",0.653731103637256,0,0,NA,0,0.083841014041478,7560,0.0877138554577798,7015.35924766632,615.344207034202
136,"Professional","Delivery_Truck","Suburban",28,13,42,"41–50",0.80426056671422,0,0,NA,0,0.0863614996537729,8190,0.0778612904087653,6724.46882485766,523.57582001693
137,"Professional","Cargo_Van","Rural",11,1,69,"61–70",0.880215733661316,0,0,NA,0,0.0435618766588985,5040,0.0548350087583973,5050.53953925113,276.946379869468
138,"Professional","Box_Truck","Urban",21,37,54,"51–60",0.974652061471716,0,0,NA,0,0.15903397687034,11340,0.174604334319452,12288.7167829474,2145.66321352681
139,"Healthcare","Light_Truck","Suburban",18,9,27,"21–30",0.937653957400471,0,0,NA,0,0.0820259681933932,6930,0.0881731056625053,7751.77690307217,683.498243946751
140,"Logistics","Cargo_Van","Urban",18,26,22,"21–30",0.537865581340156,0,0,NA,0,0.121987913847947,12600,0.132380730753536,13229.1148160812,1751.27988657526
141,"Logistics","Cargo_Van","Urban",23,18,35,"31–40",0.587062538485043,0,0,NA,0,0.139309940382501,12600,0.141131253279065,12766.8803561204,1801.80582512314
142,"Logistics","Light_Truck","Suburban",33,40,70,"61–70",0.74204752559308,0,0,NA,0,0.115002525516415,9450,0.098294750068858,10558.3144303112,1037.82687807585
143,"Construction","Cargo_Van","Suburban",11,20,41,"41–50",0.607997500221245,0,0,NA,0,0.0798300717790495,9800,0.0760576710954961,7964.0262545375,605.725289463509
144,"Construction","Light_Truck","Suburban",5,26,36,"31–40",0.500784195377491,0,0,NA,0,0.0556621633162082,8820,0.0561130958497283,8604.59803308014,482.83063417861
145,"Professional","Cargo_Van","Urban",7,9,31,"31–40",0.742599857621826,0,0,NA,0,0.075633795498783,7560,0.0981527646605566,7408.90828124197,727.204830920391
146,"Construction","Cargo_Van","Rural",15,5,47,"41–50",0.573618162772618,0,0,NA,0,0.0548092154529237,7840,0.05753119883592,6305.18431085194,362.744812284746
147,"Construction","Delivery_Truck","Urban",44,6,65,"61–70",0.54972073296085,0,0,NA,0,0.186734635779471,15288,0.17541825696412,14615.272721811,2563.78566591534
148,"Construction","Light_Truck","Suburban",23,19,67,"61–70",0.606993324356154,0,0,NA,0,0.0802505874131271,8820,0.07926898432266,9025.99942743706,715.481807109847
149,"Construction","Light_Truck","Urban",36,29,43,"41–50",0.538330612354912,0,0,NA,0,0.119041048310042,10584,0.119430984679651,9376.94085057577,1119.89727906711
150,"Professional","Light_Truck","Urban",19,1,50,"41–50",0.712197024957277,0,0,NA,0,0.0733598545557243,6804,0.093523705055436,6227.39721557192,582.409260452192
151,"Professional","Cargo_Van","Rural",38,24,53,"51–60",0.932646766887046,0,0,NA,0,0.0584956052191555,5040,0.0629107165698558,5198.12821161004,327.01797061437
152,"Retail","Light_Truck","Suburban",28,35,42,"41–50",0.845863773487508,0,0,NA,0,0.0898307327443734,6300,0.0802196070910496,5607.78107534508,449.853994516806
153,"Logistics","Delivery_Truck","Rural",50,39,38,"31–40",0.780046125059016,0,0,NA,0,0.139129026865526,10920,0.103559244937024,10529.4292866083,1090.41974653894
154,"Construction","Box_Truck","Suburban",20,18,35,"31–40",0.826217470574193,0,0,NA,0,0.165408737608953,14700,0.156858400915095,13454.028905527,2110.37745998643
155,"Construction","Delivery_Truck","Urban",10,34,47,"41–50",0.99870079907123,0,0,NA,0,0.253170652564557,15288,0.22196692148773,12622.0490151758,2801.67736276581
156,"Logistics","Light_Truck","Suburban",7,36,23,"21–30",0.937873680028133,0,0,NA,0,0.114626921173038,9450,0.113945574477099,10313.7329583321,1175.20422694054
157,"Retail","Cargo_Van","Urban",49,40,70,"61–70",0.651134201325476,0,0,NA,0,0.135761480976362,8400,0.1325800515839,8634.49973245106,1144.76241992953
158,"Construction","Light_Truck","Suburban",2,33,65,"61–70",0.823660857975483,0,0,NA,0,0.088658854752481,8820,0.089216319132331,9174.56919845567,818.521293511076
159,"Logistics","Delivery_Truck","Urban",10,34,47,"41–50",0.935043435660191,0,0,NA,0,0.255266857935232,16380,0.211433029403156,14617.3352209164,3090.58746755981
160,"Construction","Delivery_Truck","Suburban",9,33,46,"41–50",0.744066134560853,0,0,NA,0,0.124489704973376,12740,0.0982408861672888,10200.4267935126,1002.09896747923
161,"Retail","Delivery_Truck","Urban",48,32,69,"61–70",0.821790454327129,0,0,NA,0,0.22114381125943,10920,0.190661920546335,10906.8349790783,2079.51810419303
162,"Logistics","Delivery_Truck","Urban",5,16,39,"31–40",0.604858984355815,0,0,NA,0,0.156870177592681,16380,0.144958638878571,16285.2582574708,2360.68887078899
163,"Retail","Delivery_Truck","Suburban",50,9,46,"41–50",0.526758445659652,0,0,NA,0,0.0958700371100567,9100,0.0764865298686899,7276.67231225351,556.567414155847
